timestamp,node_id,distance_cm,level_pct,temp_c,hum_pct,gas_raw
2025-11-26T07:12:00Z,bin-005,61.40,23.25,21.9,48.0,202
2025-11-26T07:48:00Z,bin-001,68.30,14.62,21.6,44.3,163
2025-11-26T07:48:00Z,bin-002,66.50,16.87,21.7,45.3,173
2025-11-26T07:48:00Z,bin-003,64.70,19.12,21.8,46.3,183
2025-11-26T07:48:00Z,bin-004,62.30,22.13,21.9,47.3,193
2025-11-26T07:48:00Z,bin-005,60.50,24.38,22.0,48.3,203
2025-11-26T08:24:00Z,bin-001,67.40,15.75,21.6,44.6,164
2025-11-26T08:24:00Z,bin-002,65.60,18.00,21.7,45.6,174
2025-11-26T08:24:00Z,bin-003,63.80,20.25,21.8,46.6,184
2025-11-26T08:24:00Z,bin-004,61.40,23.25,21.9,47.6,194
2025-11-26T08:24:00Z,bin-005,59.60,25.50,22.0,48.6,204
2025-11-26T09:00:00Z,bin-001,66.50,16.87,21.5,44.9,165
2025-11-26T09:00:00Z,bin-002,64.70,19.12,21.6,45.9,175
2025-11-26T09:00:00Z,bin-003,62.90,21.38,21.7,46.9,185
2025-11-26T09:00:00Z,bin-004,60.50,24.38,21.8,47.9,195
2025-11-26T09:00:00Z,bin-005,58.70,26.62,21.9,48.9,205
2025-11-26T09:36:00Z,bin-001,65.60,18.00,21.5,44.0,166
2025-11-26T09:36:00Z,bin-002,63.80,20.25,21.6,45.0,176
2025-11-26T09:36:00Z,bin-003,62.00,22.50,21.7,46.0,186
2025-11-26T09:36:00Z,bin-004,59.60,25.50,21.8,47.0,196
2025-11-26T09:36:00Z,bin-005,57.80,27.75,21.9,48.0,206
2025-11-26T10:12:00Z,bin-001,64.70,19.12,21.5,44.3,167
2025-11-26T10:12:00Z,bin-002,62.90,21.37,21.6,45.3,177
2025-11-26T10:12:00Z,bin-003,61.10,23.62,21.7,46.3,187
2025-11-26T10:12:00Z,bin-004,58.70,26.62,21.8,47.3,197
2025-11-26T10:12:00Z,bin-005,56.90,28.87,21.9,48.3,207
2025-11-26T10:48:00Z,bin-001,63.80,20.25,21.6,44.6,168
2025-11-26T10:48:00Z,bin-002,62.00,22.50,21.7,45.6,178
2025-11-26T10:48:00Z,bin-003,60.20,24.75,21.8,46.6,188
2025-11-26T10:48:00Z,bin-004,57.80,27.75,21.9,47.6,198
2025-11-26T10:48:00Z,bin-005,56.00,30.00,22.0,48.6,208
2025-11-26T11:24:00Z,bin-001,62.90,21.38,21.6,44.9,169
2025-11-26T11:24:00Z,bin-002,61.10,23.62,21.7,45.9,179
2025-11-26T11:24:00Z,bin-003,59.30,25.88,21.8,46.9,189
2025-11-26T11:24:00Z,bin-004,56.90,28.88,21.9,47.9,199
2025-11-26T11:24:00Z,bin-005,55.10,31.13,22.0,48.9,209
2025-11-26T12:00:00Z,bin-001,62.00,22.50,21.5,44.0,170
2025-11-26T12:00:00Z,bin-002,60.20,24.75,21.6,45.0,180
2025-11-26T12:00:00Z,bin-003,58.40,27.00,21.7,46.0,190
2025-11-26T12:00:00Z,bin-004,56.00,30.00,21.8,47.0,200
2025-11-26T12:00:00Z,bin-005,54.20,32.25,21.9,48.0,210
2025-11-26T12:36:00Z,bin-001,61.10,23.63,21.5,44.3,171
2025-11-26T12:36:00Z,bin-002,59.30,25.88,21.6,45.3,181
2025-11-26T12:36:00Z,bin-003,57.50,28.13,21.7,46.3,191
2025-11-26T12:36:00Z,bin-004,55.10,31.13,21.8,47.3,201
2025-11-26T12:36:00Z,bin-005,53.30,33.38,21.9,48.3,211
2025-11-26T13:12:00Z,bin-001,60.20,24.75,21.5,44.6,172
2025-11-26T13:12:00Z,bin-002,58.40,27.00,21.6,45.6,182
2025-11-26T13:12:00Z,bin-003,56.60,29.25,21.7,46.6,192
2025-11-26T13:12:00Z,bin-004,54.20,32.25,21.8,47.6,202
2025-11-26T13:12:00Z,bin-005,52.40,34.50,21.9,48.6,212
2025-11-26T13:48:00Z,bin-001,59.30,25.88,21.6,44.9,173
2025-11-26T13:48:00Z,bin-002,57.50,28.12,21.7,45.9,183
2025-11-26T13:48:00Z,bin-003,55.70,30.38,21.8,46.9,193
2025-11-26T13:48:00Z,bin-004,53.30,33.38,21.9,47.9,203
2025-11-26T13:48:00Z,bin-005,51.50,35.62,22.0,48.9,213
2025-11-26T14:24:00Z,bin-001,58.40,27.00,21.6,44.0,174
2025-11-26T14:24:00Z,bin-002,56.60,29.25,21.7,45.0,184
2025-11-26T14:24:00Z,bin-003,54.80,31.50,21.8,46.0,194
2025-11-26T14:24:00Z,bin-004,52.40,34.50,21.9,47.0,204
2025-11-26T14:24:00Z,bin-005,50.60,36.75,22.0,48.0,214
2025-11-26T15:00:00Z,bin-001,57.50,28.12,21.5,44.3,175
2025-11-26T15:00:00Z,bin-002,55.70,30.37,21.6,45.3,185
2025-11-26T15:00:00Z,bin-003,53.90,32.63,21.7,46.3,195
2025-11-26T15:00:00Z,bin-004,51.50,35.62,21.8,47.3,205
2025-11-26T15:00:00Z,bin-005,49.70,37.87,21.9,48.3,215
2025-11-26T15:36:00Z,bin-001,56.60,29.25,21.5,44.6,176
2025-11-26T15:36:00Z,bin-002,54.80,31.50,21.6,45.6,186
2025-11-26T15:36:00Z,bin-003,53.00,33.75,21.7,46.6,196
2025-11-26T15:36:00Z,bin-004,50.60,36.75,21.8,47.6,206
2025-11-26T15:36:00Z,bin-005,48.80,39.00,21.9,48.6,216
2025-11-26T16:12:00Z,bin-001,55.70,30.37,21.5,44.9,177
2025-11-26T16:12:00Z,bin-002,53.90,32.62,21.6,45.9,187
2025-11-26T16:12:00Z,bin-003,52.10,34.88,21.7,46.9,197
2025-11-26T16:12:00Z,bin-004,49.70,37.87,21.8,47.9,207
2025-11-26T16:12:00Z,bin-005,47.90,40.12,21.9,48.9,217
2025-11-26T16:48:00Z,bin-001,54.80,31.50,21.6,44.0,178
2025-11-26T16:48:00Z,bin-002,53.00,33.75,21.7,45.0,188
2025-11-26T16:48:00Z,bin-003,51.20,36.00,21.8,46.0,198
2025-11-26T16:48:00Z,bin-004,48.80,39.00,21.9,47.0,208
2025-11-26T16:48:00Z,bin-005,47.00,41.25,22.0,48.0,218
2025-11-26T17:24:00Z,bin-001,53.90,32.63,21.6,44.3,179
2025-11-26T17:24:00Z,bin-002,52.10,34.88,21.7,45.3,189
2025-11-26T17:24:00Z,bin-003,50.30,37.13,21.8,46.3,199
2025-11-26T17:24:00Z,bin-004,47.90,40.12,21.9,47.3,209
2025-11-26T17:24:00Z,bin-005,46.10,42.37,22.0,48.3,219
2025-11-26T18:00:00Z,bin-001,53.00,33.75,21.5,44.6,150
2025-11-26T18:00:00Z,bin-002,51.20,36.00,21.6,45.6,160
2025-11-26T18:00:00Z,bin-003,49.40,38.25,21.7,46.6,170
2025-11-26T18:00:00Z,bin-004,47.00,41.25,21.8,47.6,180
2025-11-26T18:00:00Z,bin-005,45.20,43.50,21.9,48.6,190
2025-11-26T18:36:00Z,bin-001,52.10,34.88,21.5,44.9,151
2025-11-26T18:36:00Z,bin-002,50.30,37.13,21.6,45.9,161
2025-11-26T18:36:00Z,bin-003,48.50,39.38,21.7,46.9,171
2025-11-26T18:36:00Z,bin-004,46.10,42.38,21.8,47.9,181
2025-11-26T18:36:00Z,bin-005,44.30,44.62,21.9,48.9,191
2025-11-26T19:12:00Z,bin-001,51.20,36.00,21.5,44.0,152
2025-11-26T19:12:00Z,bin-002,49.40,38.25,21.6,45.0,162
2025-11-26T19:12:00Z,bin-003,47.60,40.50,21.7,46.0,172
2025-11-26T19:12:00Z,bin-004,45.20,43.50,21.8,47.0,182
2025-11-26T19:12:00Z,bin-005,43.40,45.75,21.9,48.0,192
2025-11-26T19:48:00Z,bin-001,50.30,37.13,21.6,44.3,153
2025-11-26T19:48:00Z,bin-002,48.50,39.38,21.7,45.3,163
2025-11-26T19:48:00Z,bin-003,46.70,41.62,21.8,46.3,173
2025-11-26T19:48:00Z,bin-004,44.30,44.62,21.9,47.3,183
2025-11-26T19:48:00Z,bin-005,42.50,46.88,22.0,48.3,193
2025-11-26T20:24:00Z,bin-001,49.40,38.25,21.6,44.6,154
2025-11-26T20:24:00Z,bin-002,47.60,40.50,21.7,45.6,164
2025-11-26T20:24:00Z,bin-003,45.80,42.75,21.8,46.6,174
2025-11-26T20:24:00Z,bin-004,43.40,45.75,21.9,47.6,184
2025-11-26T20:24:00Z,bin-005,41.60,48.00,22.0,48.6,194
2025-11-26T21:00:00Z,bin-001,48.50,39.38,21.5,44.9,155
2025-11-26T21:00:00Z,bin-002,46.70,41.62,21.6,45.9,165
2025-11-26T21:00:00Z,bin-003,44.90,43.88,21.7,46.9,175
2025-11-26T21:00:00Z,bin-004,42.50,46.88,21.8,47.9,185
2025-11-26T21:00:00Z,bin-005,40.70,49.12,21.9,48.9,195
2025-11-26T21:36:00Z,bin-001,47.60,40.50,21.5,44.0,156
2025-11-26T21:36:00Z,bin-002,45.80,42.75,21.6,45.0,166
2025-11-26T21:36:00Z,bin-003,44.00,45.00,21.7,46.0,176
2025-11-26T21:36:00Z,bin-004,41.60,48.00,21.8,47.0,186
2025-11-26T21:36:00Z,bin-005,39.80,50.25,21.9,48.0,196
2025-11-26T22:12:00Z,bin-001,46.70,41.62,21.5,44.3,157
2025-11-26T22:12:00Z,bin-002,44.90,43.88,21.6,45.3,167
2025-11-26T22:12:00Z,bin-003,43.10,46.13,21.7,46.3,177
2025-11-26T22:12:00Z,bin-004,40.70,49.13,21.8,47.3,187
2025-11-26T22:12:00Z,bin-005,38.90,51.38,21.9,48.3,197
2025-11-26T22:48:00Z,bin-001,45.80,42.75,21.6,44.6,158
2025-11-26T22:48:00Z,bin-002,44.00,45.00,21.7,45.6,168
2025-11-26T22:48:00Z,bin-003,42.20,47.25,21.8,46.6,178
2025-11-26T22:48:00Z,bin-004,39.80,50.25,21.9,47.6,188
2025-11-26T22:48:00Z,bin-005,38.00,52.50,22.0,48.6,198
2025-11-26T23:24:00Z,bin-001,44.90,43.88,21.6,44.9,159
2025-11-26T23:24:00Z,bin-002,43.10,46.12,21.7,45.9,169
2025-11-26T23:24:00Z,bin-003,41.30,48.38,21.8,46.9,179
2025-11-26T23:24:00Z,bin-004,38.90,51.38,21.9,47.9,189
2025-11-26T23:24:00Z,bin-005,37.10,53.62,22.0,48.9,199
